Rank,Title,Artist,Date
91,잘못된 만남,Iconiq(아이코닉),20150705
92,노래가 늘었어,에일리(Ailee),20150705
93,Love Love Love,로이킴,20150705
94,오늘같은 밤이면,먼데이 키즈(Monday Kiz),20150705
95,1994년 어느 늦은 밤,럼블 피쉬(Rumble Fish),20150705
96,나혼자 (Alone),씨스타(Sistar),20150705
97,나만의 그대 모습,고유비,20150705
98,Have A Nice Day,CHEEZE,20150705
99,슬픔활용법,김범수,20150705
100,빗속의 여인,김건모,20150705
1,너의 의미 (feat. 김창완),아이유(IU),20150706
2,한여름밤의 꿀,산이(San E),20150706
3,금요일에 만나요 (feat. 장이정 Of History),아이유(IU),20150706
4,벌써 1년,윤건,20150706
5,야생화,박효신,20150706
6,썸 (feat. 릴보이 Of 긱스),소유,20150706
7,그 중에 그대를 만나,이선희,20150706
8,봄 사랑 벚꽃 말고,하이포(HIGH4),20150706
9,고래의 꿈 (Falling In Love Again) (feat. 김영근 - Bobby'S Father),바비 킴(Bobby Kim),20150706
10,단발머리 (Short Hair),에이오에이(AOA),20150706
11,해변의 여인,쿨(COOL),20150706
12,여름의 오후 (Album ver.),랄라스윗(lalasweet),20150706
13,"눈, 코, 입",태양,20150706
14,Let It Try,코요태,20150706
15,너 사용법,에디킴,20150706
16,넌 너무 야해 (The Way You Make Me Melt) (feat. 긱스),씨스타(Sistar),20150706
17,My Love,이승철,20150706
18,애타는 마음,울랄라세션(Ulala Session),20150706
19,좋은 날,아이유(IU),20150706
20,Summer Dream,씨야(SeeYa),20150706
21,여름 밤 탓,슈가볼(Sugarbowl),20150706
22,상상 (무한걸스 Original ver.),무한걸스,20150706
23,여행,박혜경,20150706
24,Mr.Chu (On Stage),에이핑크(Apink),20150706
25,Holiday (With 투앤비),애즈 원(As One),20150706
26,"걷자, 집앞이야 (feat. 주예인)",스무살,20150706
27,비와 당신 (영화 '라디오 스타 '삽입곡),럼블 피쉬(Rumble Fish),20150706
28,나의 옛날이야기,아이유(IU),20150706
29,클라멘타인,쿨(COOL),20150706
30,200%,악동뮤지션(AKMU),20150706
31,Starlight,빅스(VIXX),20150706
32,오늘부터 1일 (Day 1),케이윌(K.Will),20150706
33,Boy Meets Girl,네미시스(Nemesis),20150706
34,Honeymoon,유엔(UN),20150706
35,Summer Break,달샤벳(Dal★shabet),20150706
36,보고 싶다,김범수,20150706
37,달려라 달까지 (With 코보),G.고릴라,20150706
38,O.K! Alright (feat. 채연),클론(Clon),20150706
39,여름향기 (feat. 베니 Of 상상밴드),PK 헤만(PK Heman),20150706
40,까탈레나 (Catallena),오렌지캬라멜(Orange Caramel),20150706
41,짧은 치마 (Miniskirt),에이오에이(AOA),20150706
42,Missing You,플라이 투 더 스카이(Fly To The Sky),20150706
43,홀로 (feat. 김나영),정키(Jung Key),20150706
44,눈물나는 날에는,김연우,20150706
45,귀여운 남자,JUNIEL(주니엘),20150706
46,여름밤,헤르쯔 아날로그(Herz Analog),20150706
47,사랑... 그게 뭔데,양파,20150706
48,Only U (feat. 동해 Of 슈퍼주니어),애즈 원(As One),20150706
49,생각이 나,부활,20150706
50,나를 사랑했던 사람아,허각,20150706
51,Your Love (feat. 알렉산더 Of 유키스),혜지,20150706
52,좋은놈,BGH to,20150706
53,사랑한다 말해요,김예림 [투개월],20150706
54,미워요,정인,20150706
55,사랑이 지나가면,아이유(IU),20150706
56,여름밤의 꿈,아이유(IU),20150706
57,"어떤 날도, 어떤 말도",Lucia(심규선),20150706
58,귀여워 (With 권정열 Of 10cm),별,20150706
59,바닷가에서 내 사랑 고백 들어봐요,란(Ran),20150706
60,"Love (feat. Bumkey, Paloalto)",프라이머리(Primary),20150706
61,거짓말 거짓말 거짓말,이적,20150706
62,꽃무늬 비키니,베이비복스(Baby V.O.X),20150706
63,빠빠빠,크레용팝(Crayon Pop),20150706
64,철부지,존 박(John Park),20150706
65,아름다운 밤이야,비스트(Beast),20150706
66,까만안경,이루(Eru),20150706
67,NoNoNo,에이핑크(Apink),20150706
68,립스틱 (Lipstick),오렌지캬라멜(Orange Caramel),20150706
69,옥상달빛,옥상달빛,20150706
70,우산,윤하(Younha/ユンナ),20150706
71,Give It To Me,씨스타(Sistar),20150706
72,아로새기다,이소라,20150706
73,따라와,GOT7,20150706
74,감기,이기찬,20150706
75,I'm Fine Thank You,레이디스 코드(LADIES' CODE),20150706
76,삐딱하게 (Crooked),G-DRAGON,20150706
77,환상,박지윤,20150706
78,나란 놈은 답은 너다 (feat. 하림),리쌍(Leessang),20150706
79,아름다운 이별,김건모,20150706
80,So Cool (쏘쿨),씨스타(Sistar),20150706
81,오늘 서울은 하루종일 맑음 (Vocal By 윤하),토이(Toy),20150706
82,중독 (Overdose),EXO-K(엑소케이),20150706
83,이럴거면,아이비(IVY),20150706
84,여름이야기 (Original ver.),DJ DOC,20150706
85,"별, 태양, 그리고 너",문명진,20150706
86,Something,걸스데이(Girl's Day),20150706
87,Track 8,이소라,20150706
88,Mr.Mr.,소녀시대,20150706
89,중독된 사랑,조장혁,20150706
90,미쳤나봐,소란(Soran),20150706
91,태양은 가득히 (2007 New ver.),엠씨 더 맥스(M.C the Max),20150706
92,Viva 청춘,딕펑스(Dick Punks),20150706
93,"알로하, 기분 좋은 인사",우쿨렐레 피크닉(Ukulele Picnic),20150706
94,Never Ending Story,부활,20150706
95,괜찮아,정준일 [메이트],20150706
96,Aqua Man,빈지노(Beenzino),20150706
97,하루,포지션(Position),20150706
98,안녕이라고 말하지마,다비치,20150706
99,고마워 내사랑,홍대광,20150706
100,추억은 사랑을 닮아,박효신,20150706
1,너의 의미 (feat. 김창완),아이유(IU),20150707
2,한여름밤의 꿀,산이(San E),20150707
3,금요일에 만나요 (feat. 장이정 Of History),아이유(IU),20150707
4,벌써 1년,윤건,20150707
5,야생화,박효신,20150707
6,썸 (feat. 릴보이 Of 긱스),소유,20150707
7,봄 사랑 벚꽃 말고,하이포(HIGH4),20150707
8,단발머리 (Short Hair),에이오에이(AOA),20150707
9,그 중에 그대를 만나,이선희,20150707
10,까탈레나 (Catallena),오렌지캬라멜(Orange Caramel),20150707
11,비와 당신 (영화 '라디오 스타 '삽입곡),럼블 피쉬(Rumble Fish),20150707
12,"눈, 코, 입",태양,20150707
13,오늘부터 1일 (Day 1),케이윌(K.Will),20150707
14,My Love,이승철,20150707
15,해변의 여인,쿨(COOL),20150707
16,애타는 마음,울랄라세션(Ulala Session),20150707
17,나의 옛날이야기,아이유(IU),20150707
18,Mr.Chu (On Stage),에이핑크(Apink),20150707
19,너 사용법,에디킴,20150707
20,여름의 오후 (Album ver.),랄라스윗(lalasweet),20150707
21,고래의 꿈 (Falling In Love Again) (feat. 김영근 - Bobby'S Father),바비 킴(Bobby Kim),20150707
22,넌 너무 야해 (The Way You Make Me Melt) (feat. 긱스),씨스타(Sistar),20150707
23,여기까진가요 (Piano ver.),참깨와 솜사탕,20150707
24,공원에서,유희열,20150707
25,Signal Song,라이너스의 담요(Linus' Blanket),20150707
26,가을밤,버스커 버스커(Busker Busker),20150707
27,생각이 나,부활,20150707
28,"걷자, 집앞이야 (feat. 주예인)",스무살,20150707
29,200%,악동뮤지션(AKMU),20150707
30,여름 밤 탓,슈가볼(Sugarbowl),20150707
31,So Cool (쏘쿨),씨스타(Sistar),20150707
32,Missing You,플라이 투 더 스카이(Fly To The Sky),20150707
33,짧은 치마 (Miniskirt),에이오에이(AOA),20150707
34,Beautiful Day,정키(Jung Key),20150707
35,Intro (inst.),슈가볼(Sugarbowl),20150707
36,미뉴에트,에피톤 프로젝트(Epitone Project),20150707
37,안녕 (inst.),언니네 이발관,20150707
38,Urban Zakapa (Interlude),어반 자카파(Urban Zakapa),20150707
39,사진 (inst.),이진우 [인디],20150707
40,Deep In A Dream (Outro) ,크루셜스타(Crucial Star),20150707
41,Let It Try,코요태,20150707
42,Stay (Outro),재주소년,20150707
43,사랑... 그게 뭔데,양파,20150707
44,잔상 (inst.),캐스커(Casker),20150707
45,중독된 사랑,조장혁,20150707
46,삐딱하게 (Crooked),G-DRAGON,20150707
47,집으로 가는길 (inst.),제이레빗(J Rabbit),20150707
48,봄봄봄,로이킴,20150707
49,Like Tiffany,헤르쯔 아날로그(Herz Analog),20150707
50,눈물나는 날에는,김연우,20150707
51,NoNoNo,에이핑크(Apink),20150707
52,여름밤,헤르쯔 아날로그(Herz Analog),20150707
53,Outro,프라이머리(Primary),20150707
54,여행,박혜경,20150707
55,상상 (무한걸스 Original ver.),무한걸스,20150707
56,보고 싶다,김범수,20150707
57,Summer Dream,씨야(SeeYa),20150707
58,안녕이라고 말하지마,다비치,20150707
59,귀여운 남자,JUNIEL(주니엘),20150707
60,홀로 (feat. 김나영),정키(Jung Key),20150707
61,클라멘타인,쿨(COOL),20150707
62,Honeymoon,유엔(UN),20150707
63,"그래, 너",스탠딩 에그(Standing Egg),20150707
64,비가 오는 날엔,비스트(Beast),20150707
65,Holiday (With 투앤비),애즈 원(As One),20150707
66,Summer Break,달샤벳(Dal★shabet),20150707
67,아름다운 이별,김건모,20150707
68,Boy Meets Girl,네미시스(Nemesis),20150707
69,달려라 달까지 (With 코보),G.고릴라,20150707
70,O.K! Alright (feat. 채연),클론(Clon),20150707
71,거짓말 거짓말 거짓말,이적,20150707
72,까만안경,이루(Eru),20150707
73,Starlight,빅스(VIXX),20150707
74,우산,윤하(Younha/ユンナ),20150707
75,Something,걸스데이(Girl's Day),20150707
76,여름향기 (feat. 베니 Of 상상밴드),PK 헤만(PK Heman),20150707
77,립스틱 (Lipstick),오렌지캬라멜(Orange Caramel),20150707
78,Love Blossom (러브블러썸),케이윌(K.Will),20150707
79,Give Love,악동뮤지션(AKMU),20150707
80,빠빠빠,크레용팝(Crayon Pop),20150707
81,그대 내게 다시,이기찬,20150707
82,사랑이 지나가면,아이유(IU),20150707
83,결혼까지 생각했어,휘성,20150707
84,우산 (feat. 윤하),에픽 하이(Epik High),20150707
85,Give It To Me,씨스타(Sistar),20150707
86,여름이야기 (Original ver.),DJ DOC,20150707
87,니가 참 좋아,쥬얼리(Jewelry),20150707
88,흔한 노래,임창정,20150707
89,여름밤의 꿈,아이유(IU),20150707
90,여보야,엠투엠(M To M),20150707
91,Only U (feat. 동해 Of 슈퍼주니어),애즈 원(As One),20150707
92,아름다운 밤이야,비스트(Beast),20150707
93,바라만 봐도 좋은데,노리플라이(no reply),20150707
94,사람냄새,정인,20150707
95,Mr.Mr.,소녀시대,20150707
96,Love Love Love,로이킴,20150707
97,위로,박아셀,20150707
98,태양은 가득히 (2007 New ver.),엠씨 더 맥스(M.C the Max),20150707
99,사랑한다는 말로도 위로가 되지 않는,브로콜리너마저,20150707
100,미워요,정인,20150707
1,너의 의미 (feat. 김창완),아이유(IU),20150708
2,한여름밤의 꿀,산이(San E),20150708
3,금요일에 만나요 (feat. 장이정 Of History),아이유(IU),20150708
4,벌써 1년,윤건,20150708
5,썸 (feat. 릴보이 Of 긱스),소유,20150708
6,야생화,박효신,20150708
7,봄 사랑 벚꽃 말고,하이포(HIGH4),20150708
8,그 중에 그대를 만나,이선희,20150708
9,비와 당신 (영화 '라디오 스타 '삽입곡),럼블 피쉬(Rumble Fish),20150708
10,오늘부터 1일 (Day 1),케이윌(K.Will),20150708
11,"눈, 코, 입",태양,20150708
12,단발머리 (Short Hair),에이오에이(AOA),20150708
13,애타는 마음,울랄라세션(Ulala Session),20150708
14,My Love,이승철,20150708
15,생각이 나,부활,20150708
16,해변의 여인,쿨(COOL),20150708
17,너 사용법,에디킴,20150708
18,"걷자, 집앞이야 (feat. 주예인)",스무살,20150708
19,까탈레나 (Catallena),오렌지캬라멜(Orange Caramel),20150708
20,Mr.Chu (On Stage),에이핑크(Apink),20150708
21,여름밤,헤르쯔 아날로그(Herz Analog),20150708
22,사랑... 그게 뭔데,양파,20150708
23,비가 오는 날엔,비스트(Beast),20150708
24,짧은 치마 (Miniskirt),에이오에이(AOA),20150708
25,Missing You,플라이 투 더 스카이(Fly To The Sky),20150708
26,200%,악동뮤지션(AKMU),20150708
27,나의 옛날이야기,아이유(IU),20150708
28,휘파람,로이킴,20150708
29,Give Love,악동뮤지션(AKMU),20150708
30,눈물나는 날에는,김연우,20150708
31,여름의 오후 (Album ver.),랄라스윗(lalasweet),20150708
32,어른아이,로지 피피(RossyPP),20150708
33,삐딱하게 (Crooked),G-DRAGON,20150708
34,고래의 꿈 (Falling In Love Again) (feat. 김영근 - Bobby'S Father),바비 킴(Bobby Kim),20150708
35,여름 밤 탓,슈가볼(Sugarbowl),20150708
36,그대 내게 다시,이기찬,20150708
37,끌림,공기남녀,20150708
38,보고 싶다,김범수,20150708
39,대화법,원 펀치(One Punch),20150708
40,버릇,곰PD,20150708
41,보통,Lucia(심규선),20150708
42,까만안경,이루(Eru),20150708
43,보헤미안 걸프렌드 ,몽구스(Mongoose),20150708
44,Give It To Me,씨스타(Sistar),20150708
45,"Love (feat. Bumkey, Paloalto)",프라이머리(Primary),20150708
46,비가 온다,강승윤 [WINNER],20150708
47,넌 너무 야해 (The Way You Make Me Melt) (feat. 긱스),씨스타(Sistar),20150708
48,바라만 봐도 좋은데,노리플라이(no reply),20150708
49,어떤 그리움,성시경,20150708
50,Let It Try,코요태,20150708
51,It Was You,대호(Daeho),20150708
52,안녕이라고 말하지마,다비치,20150708
53,빠빠빠,크레용팝(Crayon Pop),20150708
54,홀로 (feat. 김나영),정키(Jung Key),20150708
55,그녀의 웃음소리뿐 (이문세),김경호,20150708
56,감기,이기찬,20150708
57,사랑비,김태우,20150708
58,Rain & Cry,"15&(박지민, 백예린)",20150708
59,"그래, 너",스탠딩 에그(Standing Egg),20150708
60,장마,정인,20150708
61,NoNoNo,에이핑크(Apink),20150708
62,Holiday (With 투앤비),애즈 원(As One),20150708
63,비가 오는 날엔,비스트(Beast),20150708
64,세월이 가면 (최호섭),김조한,20150708
65,Rain,김예림 [투개월],20150708
66,미워요,정인,20150708
67,여행,박혜경,20150708
68,Rain Drop,아이유(IU),20150708
69,우리 무슨 사이야? (With 범키),애즈 원(As One),20150708
70,이럴거면,아이비(IVY),20150708
71,I Believe (신승훈),김조한,20150708
72,Summer Dream,씨야(SeeYa),20150708
73,빗속에서 (feat. 알리),리쌍(Leessang),20150708
74,추억은 사랑을 닮아,박효신,20150708
75,Never Ending Story,부활,20150708
76,우산,윤하(Younha/ユンナ),20150708
77,중독된 사랑,조장혁,20150708
78,사랑의 인사,씨야(SeeYa),20150708
79,Viva 청춘,딕펑스(Dick Punks),20150708
80,거짓말 거짓말 거짓말,이적,20150708
81,Love Blossom (러브블러썸),케이윌(K.Will),20150708
82,귀여운 남자,JUNIEL(주니엘),20150708
83,Who Are You? (Bossa Nova ver.),윈터플레이(Winterplay),20150708
84,상상 (무한걸스 Original ver.),무한걸스,20150708
85,Something,걸스데이(Girl's Day),20150708
86,Rainy,타루(Taru),20150708
87,이게 사랑일까 (feat. 하은),커피소년,20150708
88,O.K! Alright (feat. 채연),클론(Clon),20150708
89,오늘같은 밤이면,먼데이 키즈(Monday Kiz),20150708
90,슬픔활용법,김범수,20150708
91,사랑이 지나가면,아이유(IU),20150708
92,같은 베개...,테이(Tei),20150708
93,죄와 벌,SG워너비,20150708
94,잠 못 드는 밤 비는 내리고 (박광현 <잠도 오지 않는 밤에> 삽입),김건모,20150708
95,Labor In Vain,라이너스의 담요(Linus' Blanket),20150708
96,Honeymoon,유엔(UN),20150708
97,사랑은 봄비처럼... 이별은 겨울비처럼,임현정,20150708
98,빗소리,B.A.P,20150708
99,전부 너였다,노을,20150708
100,Starlight,빅스(VIXX),20150708
1,너의 의미 (feat. 김창완),아이유(IU),20150709
2,한여름밤의 꿀,산이(San E),20150709
3,금요일에 만나요 (feat. 장이정 Of History),아이유(IU),20150709
4,벌써 1년,윤건,20150709
5,썸 (feat. 릴보이 Of 긱스),소유,20150709
6,야생화,박효신,20150709
7,까탈레나 (Catallena),오렌지캬라멜(Orange Caramel),20150709
8,봄 사랑 벚꽃 말고,하이포(HIGH4),20150709
9,그 중에 그대를 만나,이선희,20150709
10,단발머리 (Short Hair),에이오에이(AOA),20150709
11,"눈, 코, 입",태양,20150709
12,My Love,이승철,20150709
13,애타는 마음,울랄라세션(Ulala Session),20150709
14,대화법,원 펀치(One Punch),20150709
15,어른아이,로지 피피(RossyPP),20150709
16,끌림,공기남녀,20150709
17,오늘부터 1일 (Day 1),케이윌(K.Will),20150709
18,해변의 여인,쿨(COOL),20150709
19,너 사용법,에디킴,20150709
20,Mr.Chu (On Stage),에이핑크(Apink),20150709
21,생각이 나,부활,20150709
22,버릇,곰PD,20150709
23,"걷자, 집앞이야 (feat. 주예인)",스무살,20150709
